run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v1_B_base_openrouter_20260729T151247334980,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260729T151247334980,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T151247334980,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T151247334980,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v1_B_base_openrouter_20260729T151247334980,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T151247334980,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T151247334980,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_openrouter_20260729T151247334980,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_openrouter_20260729T151247334980,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v1_B_base_openrouter_20260729T151247334980,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v1_B_base_openrouter_20260729T151247334980,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T151247334980,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T151247334980,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T151247334980,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T151247334980,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260729T151247334980,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T151247334980,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T152117124633,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T152117124633,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v1_B_base_openrouter_20260729T152117124633,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T152117124633,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260729T152117124633,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T152117124633,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T152117124633,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v1_B_base_openrouter_20260729T152117124633,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T152117124633,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T152117124633,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_openrouter_20260729T152117124633,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_openrouter_20260729T152117124633,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v1_B_base_openrouter_20260729T152117124633,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v1_B_base_openrouter_20260729T152117124633,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T152117124633,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T152117124633,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T152117124633,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T152117124633,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260729T152117124633,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T152117124633,v1,v1+pb3afc5d7b0c4+t3ffcb159c567,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T152542558344,v2,v2+p673ae109bd63+t3ffcb159c567,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T152542558344,v2,v2+p673ae109bd63+t3ffcb159c567,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260729T152542558344,v2,v2+p673ae109bd63+t3ffcb159c567,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T152542558344,v2,v2+p673ae109bd63+t3ffcb159c567,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260729T152542558344,v2,v2+p673ae109bd63+t3ffcb159c567,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T152542558344,v2,v2+p673ae109bd63+t3ffcb159c567,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T152542558344,v2,v2+p673ae109bd63+t3ffcb159c567,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260729T152542558344,v2,v2+p673ae109bd63+t3ffcb159c567,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T152542558344,v2,v2+p673ae109bd63+t3ffcb159c567,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T152542558344,v2,v2+p673ae109bd63+t3ffcb159c567,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260729T152542558344,v2,v2+p673ae109bd63+t3ffcb159c567,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260729T152542558344,v2,v2+p673ae109bd63+t3ffcb159c567,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260729T152542558344,v2,v2+p673ae109bd63+t3ffcb159c567,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v2_B_base_openrouter_20260729T152542558344,v2,v2+p673ae109bd63+t3ffcb159c567,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T152542558344,v2,v2+p673ae109bd63+t3ffcb159c567,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T152542558344,v2,v2+p673ae109bd63+t3ffcb159c567,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T152542558344,v2,v2+p673ae109bd63+t3ffcb159c567,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T152542558344,v2,v2+p673ae109bd63+t3ffcb159c567,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260729T152542558344,v2,v2+p673ae109bd63+t3ffcb159c567,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T152542558344,v2,v2+p673ae109bd63+t3ffcb159c567,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
